GeneID,Gene_Numeration,RHC3546__Tcell___C6E879,RHC4045__MastCell___E596C5,RHC4053__Tcell___C6E879,RHC4747__Tcell___C6E879,RHC4771__Tcell___C6E879,RHC4776__Tcell___C6E879,RHC4804__Tcell___C6E879,RHL2752__Tcell___C6E879,RHC5620__Tcell___C6E879,RHC5646__Tcell___C6E879,RHC5699__Tcell___C6E879,RHC5702__Tcell___C6E879,RHC5827__Tcell___C6E879,RHC5910__Tcell___C6E879,RHC5982__Tcell___C6E879,RHC5995__Tcell___C6E879,RHC6004__Tcell___C6E879
4619,4619_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9368,9368_4,0,0,0,0,0,0,611.275,0,0,0,0,91.1451,0,0,48.6456,0,0
4621,4621_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26151,26151_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54868,54868_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448,7448_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,7126_4,0,0,0,0,0,1.26147,0,0,1548.35,0,0,69.9129,0,0,0,0,0
90410,90410_4,0,0.957692,0,0,14.1223,0,5.07504,0,0,14.3224,0,0,0,0,0,0,1.28239
27346,27346_4,0,0,0,0,0,0,0,0,0,8.83627,2.06369,0,0,0,0,0,0
30850,30850_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5376,5376_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,8456_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,9094_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230_4,0,0,0,0,0,0,0,23.3664,0,0,1828.06,0,7.92686,1.14457,0,0,0
6830,6830_4,1.83434,0,2.59095,0,0,0,0.324661,0,0,0,0.501986,0.246491,0,0,0,0.454242,53.0909
83871,83871_4,0,5.64912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57649,57649_4,0,0,0,0,246.667,0,0,0,14.8184,0,0,0,0,0,0,0,0
8929,8929_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55161,55161_4,0,0,0,0,0,0,0,0,128.228,0,0,0,0,0,269.409,173.559,120.33
2557,2557_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,2798_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57606,57606_4,0,6.44859,0,0,76.8606,0,45.3791,0,281.483,0.487649,0,0.106769,0,0,51.9004,0,18.5052
54940,54940_4,0,0,0,83.255,0,0,0,148.606,308.715,67.5718,60.1032,42.6305,5.25149,0,0,434.476,0.461805
7365,7365_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80157,80157_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23142,23142_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64854,64854_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,6783_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54959,54959_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26952,26952_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26511,26511_4,32.7116,0.660037,0,0,1050.62,47.7356,0,0,0,0,0,25.0642,0,0,0,0,0
10874,10874_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57482,57482_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8649,8649_4,0,0,0,0,0,0,0,0,0,0,0,7.42469,0,600.227,0,0,0
5197,5197_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,4790_4,0,210.958,0,0.939534,0,0,0,0,0,0,0,0,0,0.44,0,0,6.34722
374,374_4,0,0,0,629.578,71.4893,0,0,0,0,0,0,0,0,0,0,0,0
4126,4126_4,0,0,0,0,0,305.076,4.86191,0,0,0,0,0,0.197958,0,0,0,0
7323,7323_4,19.704,0.64054,0.276298,51.1414,14.6243,20.2546,359.988,22.7674,1553.02,8.94595,2.39977,0,1.95365,948.685,0,0.926079,303.557
5602,5602_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1998_4,3.30285,0,0,0,0,0,0,0,0,0,210.707,0,0,0,126.13,5.63927,93.3039
4717,4717_4,69.4219,0,2615.96,1224.41,0,0,0,0,121.402,31.8986,73.1033,1257.94,0,8.47028,0,713.688,0
7350,7350_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23158,23158_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27309,27309_4,0,0,0,0,594.331,0,0,0,1.94123,0,0,0,0,0,0,1.86442,0
8821,8821_4,0,0,0,0,0,0,0,0,1.37679,3.54072,0,0,0,0,0,0,0
2549,2549_4,0,0,0,0,0,0,0,14.409,0,0,0,0,0,0,0,0,0
11275,11275_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,3558_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1363_4,0,0,0,0,0,0,0,2.30812,0,0,0,0,0,0,0,0,0
6164,6164_4,1400.06,1080.31,647.726,574.889,259.215,866.433,1623.69,3365.7,4861.05,1541.33,1196.05,3725.71,1198.08,5028.63,2644.17,2570.25,39.0659
7466,7466_4,0,0,0,0,0,0,0,0,0,0,251.232,0,0,0,0,0,0
11199,11199_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34676
80273,80273_4,0,0,0,0,0,0,0,0,20.1005,0,0,887.338,0,0,0,0,0
54433,54433_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,2483_4,0,0,0,0,34.6725,122.316,92.0312,0,0,9.64129,0,41.3416,0,0,0,0,308.721
1182,1182_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51166,51166_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51809,51809_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235464,0,0,0
1665,1665_4,0,140.982,0,0,0,0,158.075,0,0.239612,0,1901.91,0,0,0,0,54.6416,1896.43
6649,6649_4,10.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51091,51091_4,0,0.0427949,0,0,0,0,0,12.569,0,0,0,0,0,0,0,0,0
8532,8532_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23321,23321_4,4.03949,0,0,0.190079,0,0,0,4.69746,0,25.7068,0,0,0,0,0,0,0
56606,56606_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55294,55294_4,0,0,361.609,11.2452,0,0,0,0,18.3069,0,0,45.6675,0,3.19965,0,5.75226,0
55247,55247_4,0,0,0,0,0,767.183,0,0,0,0,0,0,0,0,0,0,0
55296,55296_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116449,116449_4,0.250911,0,0,568.296,0,0,0,0,0,0,0,0,1.92122,0,0,0,0
7468,7468_4,0,0,0,0,0,0,0,11.8578,0,0,0,0,0.0511333,847.115,624.597,2.29458,25.9908
152503,152503_4,83.7343,6.65545,0,199.412,197.328,0,78.6872,102.226,517.973,322.679,13.9188,69.254,105.744,346.904,0,373.11,0
57620,57620_4,139.447,0,1.55511,0,0,15.8936,0,0,0,0,0,0.125993,0,0.343566,0,0,0
579,579_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10227,10227_4,0,0,0,0,0,0,0,0,0,10.8589,0,0,0,0,0,0,0
2743,2743_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,683_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9693,9693_4,0,46.0031,0,0,0,0,0,0,0,0,0,0,0,15.8339,0,0,0
3083,3083_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83891,83891_4,0,0,0,0,0,0,3.73331,0,0,0,0,1.26523,0,0,0,0,0
55805,55805_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55325,55325_4,0,0,0,27.1229,0,0,0,0,0,0,0,0.201971,0,0,0,0,0
51274,51274_4,3.49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51088,51088_4,0,0,0,0,0,651.718,5.23118,0,0,0,0,0,0,0,0,0,0
25854,25854_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64151,64151_4,0,0,0,317.826,0,0,0,0,0,0,0,0,0,0,1.54771,0,21.4516
7358,7358_4,0,0,0,0,0,0,0,0,1.02052,4.77254,0,0,0,0,0,0,0
10891,10891_4,0.53589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29118,29118_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,1410_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120237,120237_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10553,10553_4,0,0,1620.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1075_4,77.0767,0,2.81864,283.72,291.996,126.41,541.258,971.482,897.056,17.28,2701.36,1284.6,746.098,549.69,38.8414,1088.84,2419.73
91057,91057_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7704,7704_4,0,0,0,3111.21,0,0,67.5336,0,2612.18,0,0,0,0,0,0,0,16.9746
26610,26610_4,10.3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,8882_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23788,23788_4,353.196,0,0,0,2642.63,0,0,289.913,189.703,0,0,0,0,0,0,0,556.725
23360,23360_4,447.692,0,352.817,160.99,125.427,0,0,11.3145,0,0,0,3.41084,0,0.610359,0,0,5.60558
6309,6309_4,0,0,0,0,79.632,12.9916,0,0,0,0,0,160.486,0,0,0,0,0
56253,56253_4,0,0,107.818,0,0,0,0,0,0,286.641,0,0,0,0,0,0,0
79864,79864_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27087,27087_4,0,0,0,0,0,0,0,0,0,19.9518,0,0,0,0,0,0,0
3312,3312_4,6.04018,2481.03,181.736,3018.65,676.856,3188.92,3766.91,362.477,4705.96,2206.04,51.574,482.181,5145.22,0,0,1264.55,809.45
5024,5024_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6603
3338,3338_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54414,54414_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29907,29907_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9404,9404_4,38.0717,76.926,1206.18,295.722,0,296.667,0,3518.6,827.808,0,1253.99,900.261,7.96534,5.37414,617.197,62.9512,0
23220,23220_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23130,23130_4,0,0,1.27313,0,0,0,0,0,0,0,83.2031,0,0,0,0,0.186191,0
10938,10938_4,0,0,0,0.831654,0,0,0,25.0665,0,0,0,0,0,0,0,0,2.82536
5007,5007_4,0,0,12.4442,0,0,0,56.1273,19.9146,0,0,0,0,0,0,0,0,0
81622,81622_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83480,83480_4,0,0,0,0,0,0,0,0,54.8134,0,0,0,0,3.52508,0,0,0
28960,28960_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.96
51111,51111_4,0,0,0,0,0,0,231.918,0,418.033,0,0,0,0,0,0,0,0
55572,55572_4,0,0,0,0,0,0,0,34.7812,0,0,0,0,0,0,0,0,2.36696
55291,55291_4,0,4.23989,0,51.7796,0,0,35.4546,1.30107,0,12.8698,0,13.1715,0,0,0,0,0
9379,9379_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64231,64231_4,0,0.888481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51338,51338_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,6484_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,1374_4,6.10511,0,118.734,0,0,0,0,0,0,0,4.95467,64.3922,0,0,0.240682,210.172,0
595,595_4,0,12.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79080,79080_4,0,0,740.13,0,0,0,0,0,0,0,10.1267,0,0,0,0,0,0
27339,27339_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79073,79073_4,0,0,0,0,0,0,0,148.101,0,0,0,0,0,0,0,0,8.15526
887,887_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,3263_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10612,10612_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26973,26973_4,0,0.0407288,0,0,2.97219,0,1095.47,0,561.991,0,0,981.724,1027.1,0,0,1.10598,0
2348,2348_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25906,25906_4,0,0,0,0,0,0,0,0,155.02,0,0,0,0,0,0,880.885,2.56261
2352,2352_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24145,24145_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,9828_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116519,116519_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22897,22897_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.292
50862,50862_4,0,0,0,0,0,0,0,0,18.2381,0,0,0,0,0,0,0,0
57562,57562_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,1982_4,608.095,1431.51,740.508,6.39265,374.326,0,65.8305,52.1151,5.80147,0,0,37.4295,21.8509,0.375093,0,330.029,179.583
3587,3587_4,0,0,0,104.95,0,0,0,0,180.102,0,0,0,0.366344,0,0,0,0
374378,374378_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329_4,0,0,2315.73,0,0,0,803.565,16.9264,0,0,0,0,0,0,22.0977,0,0
9354,9354_4,0.191096,0,0,0,22.7717,159.972,0,0.871289,0,0,0,0,0.0713983,0,355.242,12.2499,0
1656,1656_4,563.019,0,316.961,0,486.696,3379.36,0,2.95533,357.707,117.299,0,0,0.218104,0,0,0,8.53408
7379,7379_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,867_4,0,0.0376487,0,73.8547,0,0,1.12951,0,0,0,0.562515,0,0,0,0,0,0
5818,5818_4,0,0,0,0,0,0,0,1.81459,0,0,0,0,0,0,0,0,0
10114,10114_4,0,0,0,47.3354,0,0,0,10.0233,0,0.136451,0,0,0,0,0,0,0
25758,25758_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26273,26273_4,0,0,0,15.728,30.6888,154.078,112.956,0,21.19,0,0,0.19736,0,0,0,0,0
8050,8050_4,0,0,0,0,0,0,0,0,0,0,5.45348,0,0,0,0,0,0
6506,6506_4,0,5.9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29099,29099_4,0,0,0,0,0,0,89.9255,0,0,0,0,103.433,0,0,0,0,0
51296,51296_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,921_4,363.979,0,0,0,0,0,0,0,16.6801,0,0,327.482,43.3298,0,0,138.819,0
84680,84680_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,4250_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,4192_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55626,55626_4,0.979089,0,0,0,0,4.45062,0,0,5.23752,23.2553,0,0,0,0,0,0,119.965
8567,8567_4,0,0,0,3.93745,605.412,0,0,0,0,7.01305,0,0,0,0,0,0,0
114971,114971_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79829,79829_4,100.005,0,0,0,0,0,0,0,0,0,0,198.353,0,0,0,0,0
833,833_4,0,0,0,0,0,72.4975,0,0,0,0,0,48.3963,0,0,0,0,3.14171
5002,5002_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,975_4,104.339,124.382,1074.99,170.234,1712.01,0,0,0,0,67.5668,0,0,0,0,46.6805,564.351,0
54733,54733_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29125,29125_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55531,55531_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,796_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55553,55553_4,0,0.646491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10944,10944_4,0,10.9876,116.891,0,235.589,0,13.9888,582.575,88.1504,0.786833,764.939,33.9652,2.94577,0.24767,0,641.79,630.145
9600,9600_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207,6207_4,471.367,0,788.661,1724.98,0,0,154.689,272.455,2363.73,0,101.558,32.0366,1450.41,3.88447,0,239.335,817.715
9049,9049_4,0,0,0,0,0,0,0,317.432,58.9289,0.984598,0,389.613,0,0,0,0,0
4928,4928_4,0,0,0,41.904,0,0,68.0308,851.151,0,0,0,1963.18,1.90397,83.2661,0,0,76.3937
4728,4728_4,0,0,0,0,1081.88,0,0,0,1372.77,0,546.12,0,0,0.719198,0,150.904,0
10312,10312_4,0,0,0,0,0,0,8.25191,0,0,0,0,4.59353,0,0,2567.39,0,0
1119,1119_4,0,778.697,0,2.92368,0,0,0,0,0,0,0,0,0,0,0,319.401,153.195
23086,23086_4,0,0.270143,0,0,0,0,0,0,0,0,0,0,0,20.7319,0,0,0
11234,11234_4,0,3.17028,0,0.665644,0,0,0,0,0,0,0,0,90.2415,0,0,0,0
2965,2965_4,0,0,0,20.9503,0,0,0,0,0.649905,71.1467,0,0,0,0,0,0,0
5450,5450_4,6.11439,0,0,0,0,0,0,1.65494,0,0,0,0,0,0,0,0,0
84867,84867_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,7450_4,0,0,0,0,0,24.9583,0,0,0,0,0,0,0,0,0,0,0
5715,5715_4,0.437221,0,0,0,0,0,0,0,76.4922,0,0,0,0,0,0,0,0
10536,10536_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8496,8496_4,89.6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25766,25766_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400497,0
969,969_4,1888.85,2323.66,952.397,339.315,531.695,1132.11,3208.63,1067.85,1142.47,62.8852,904.928,77.2521,3672.96,98.9733,365.013,975.118,463.006
11108,11108_4,210.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,9976_4,352.617,0,0,439.633,0,0,95.7246,0,371.608,0,16.2284,0,0,101.159,104.972,31.7708,0
84274,84274_4,0,0,0,33.0377,0,0,0,0,0,0,0,0.659433,0,0,0,0,0
6404,6404_4,82.3886,0,73.805,3.92713,0,0,0,0,10.4648,0,0.261099,526.064,0,0,0,0,110.785
23603,23603_4,10.0177,0,0,186.378,119.94,0,0,2.24129,0,0,0,0,0,0.373141,0,0,6.89628
41,41_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1610_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65981,65981_4,0,0,0,0,0,0.680835,0,655.35,0,0,0,0,0,0,0,0,0
441631,441631_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83892,83892_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,4891_4,24.2158,0,0,0,0,0,0,0,0.293638,0,0,0,17.3234,0,0,0,0
9761,9761_4,11.8486,22.076,0,0,0,0,0,0,0,0,0,1.32932,0,0,0,0,0
4598,4598_4,52.4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81566,81566_4,0,0,708.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10645,10645_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5683,0,0
51411,51411_4,0,69.4084,2.44305,183.052,0,0.961433,0,206.222,0,55.2749,0,15.4695,6.81602,0,0,1.36944,0
51561,51561_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,506_4,77.1579,0,0,1572.24,9.49217,0,9.29468,1406.11,420.736,0,1.75692,1.37657,1.83216,5.75308,2980.93,612.85,64.035
10728,10728_4,41.8175,6.5845,0,10.04,14.0098,12.8525,15.1297,19.0654,95.3434,107.2,83.9273,0,17.1554,18.7907,1.51707,317.317,39.0216
341359,341359_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,605_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65117,65117_4,15.2464,2.78897,0,1398.38,1843.05,0,342.429,0,100.542,0,1578.42,0,2781.55,0,1219.96,950.789,12.9077
1594,1594_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,4618_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,4617_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8825,8825_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,3875_4,53.1318,0,0,0,0,0,0,0,0,0,0,36.2917,0,0,0,0,0
79611,79611_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23371,23371_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,2735_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57460,57460_4,0,0,0,0,0,0,0,0,0,0,0,0.208317,0,0.468679,0,0,0
10988,10988_4,45.5792,0,0,0,71.378,0,201.346,165.572,0,0,0,41.1842,0.534128,0,0,54.1546,0
4048,4048_4,0,0,0,0,0,0,0,0,0,0,0,0,0,3128.88,0,0,0
2004,2004_4,0,0,110.436,0,0,0,0,0,0,77.076,0,0,0,0,5.48509,0,0.196479
6539,6539_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81029,81029_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55110,55110_4,199.208,0,0,0,182.235,0,0,0,0,0,0,3.05098,1195.59,0,0,0,0
59341,59341_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55846,55846_4,23.004,0,0,0,0,0,13.1865,0,0,0,0,0,76.6024,0,0,0,0
2305,2305_4,1.70723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.416
56341,56341_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57097,57097_4,0.291761,0,0,0,9.38307,0,0,0,0,0,0,0,1624.68,0,2.28015,0,0
10094,10094_4,507.664,486.091,0,179.041,0,2.19101,0,75.9625,1098,0,34.7161,948.054,0,103.033,0,3234.04,198.536
51184,51184_4,0.889358,2.61579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51699,51699_4,0,0,12.6391,0,0,579.89,0,25.8972,198.383,740.922,1466.09,1838.36,3.27046,0,0,0,32.0849
2251,2251_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,4633_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10635,10635_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92576,1635.4,185.06
23316,23316_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,10019_4,0,0,0,3.19569,2.4738,0,0,0,0,0,0,0,0,0,0,0,0
10566,10566_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54682,54682_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,3736_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80824,80824_4,0.794606,0,0,0,0,0,0,0,0,0,0,10.7844,0,2703.18,0,0,2.92643
1389,1389_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8057,3.23298,0
80724,80724_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217_4,0,0,0,0,0,0,0,0,0,0,844.755,0,0,2.42469,0,0,0
1027,1027_4,0,0,0,0,0,0,0,0,0,0,0.217778,0,0,0,0,0,57.4956
55507,55507_4,1.72746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80018,80018_4,0,0,0,0,0,0,70.7905,4.4089,0,2.25875,0,0,2.39236,0,2.14391,0,803.358
83445,83445_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6337,6337_4,0,0,0,0,0,0,0,0,0,6.07185,0,0,0,0,0,0,0
4055,4055_4,2.74979,0,2.20336,0,0,0,0,0,0,0,0,0,0,0,0,4.21795,0
79676,79676_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,8099_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4940,4940_4,0,0,0,0,0,3.609,0,0,0,0,0,0,0,0,1.85581,0,145.232
4939,4939_4,0,0,0,507.55,0,0,0,0,0,0,0,0,0,0.643738,1.33016,0,580.12
420,420_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,4256_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8437,8437_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397_4,2443.52,581.518,270.863,2889.15,1002.96,21.2265,1154.6,8645.89,3500.18,1580.78,5384.03,1512.3,63.509,97.3598,2668.62,109.341,767.151
2967,2967_4,0,0,0,6.42576,0,0,0,0,0,0,0,0,0,0,0,21.8263,0
1967,1967_4,0,0,0,34.9002,0,0,0,54.8271,0,0,0,0,0,0,0,0,0
57696,57696_4,0,0,0,0,0,0,4.56618,0,0,0,0,0,0,0,0,0,0
81539,81539_4,76.5847,0,6.65465,0.164673,0,0,642.929,147.191,0,1.85261,11.6995,8.77433,0,0.443648,6.28701,37.7748,19.9562
79785,79785_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8909,8909_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79794,79794_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,7421_4,0,0,0,0,0,0,0,0,15.5528,0,0,5.91671,0,0,0,0.263204,8.12124
11211,11211_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5985,5985_4,0,0,29.993,0,0,0,0,0,0,0,0,0.522331,0,0,0,0,0
2054,2054_4,0,0,0,0,0,0,16.9175,0,0,0,0,0,0,0,0,0,0
283383,283383_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22818,22818_4,423.86,0,4.60515,0,0,0,0,0,0,0,617.912,1902.55,1.95364,0,0,0,0
23329,23329_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55832,55832_4,0,0,0,0,0,0,10.0608,1.31581,0,49.3625,0,0,0,0,0,0,0
55801,55801_4,0,3.38501,0,0,0,0,0,29.4278,0,0,0.630916,0,0.955003,0,0,0,86.6855
3458,3458_4,3975.89,0,3401.25,0,0,183.898,3.42524,0,0,0,0,0,0,13.1643,4720.84,889.809,0
