Gene_Numeration,RHC3579__Epithelial___2749FE,RHC3591__Epithelial___2749FE,RHC3597__Epithelial___2749FE,RHC3599__Epithelial___2749FE,RHC3621__Epithelial___2749FE,RHC3629__Epithelial___2749FE,RHC3641__Epithelial___2749FE,RHC3836__Epithelial___2749FE,RHC3839__Epithelial___2749FE,RHC3840__Epithelial___2749FE,RHC3848__Epithelial___2749FE,RHC3849__Epithelial___2749FE,RHC3855__Epithelial___2749FE,RHC3863__Epithelial___2749FE,RHC3868__Epithelial___2749FE,RHC3870__Epithelial___2749FE,RHC3871__Epithelial___2749FE,RHC3874__Epithelial___2749FE,RHC3879__Epithelial___2749FE,RHC3881__Epithelial___2749FE,RHC3884__Epithelial___2749FE,RHC3897__Epithelial___2749FE,RHC3898__Epithelial___2749FE,RHC3902__Epithelial___2749FE,RHC3915__Epithelial___2749FE,RHC3922__Epithelial___2749FE,RHC3923__Epithelial___2749FE,RHC3901__Epithelial___2749FE,RHC3903__Epithelial___2749FE,RHC3905__Epithelial___2749FE,RHC3914__Epithelial___2749FE,RHC3947__Epithelial___2749FE,RHC4021__Epithelial___2749FE,RHC4123__Epithelial___2749FE,RHC4124__Epithelial___2749FE,RHC4131__Epithelial___2749FE,RHC4050__Epithelial___2749FE,RHC4065__Epithelial___2749FE,RHC4073__Epithelial___2749FE,RHC4859__Epithelial___2749FE,RHC4877__Epithelial___2749FE,RHC4878__Epithelial___2749FE,RHC4890__Epithelial___2749FE,RHC4902__Epithelial___2749FE,RHC4915__Epithelial___2749FE,RHC4922__Epithelial___2749FE,RHC4926__Epithelial___2749FE,RHC4931__Epithelial___2749FE,RHC4938__Epithelial___2749FE,RHC4944__Epithelial___2749FE,RHC4945__Epithelial___2749FE,RHC4947__Epithelial___2749FE,RHL2672__Epithelial___2749FE,RHL2716__Epithelial___2749FE,RHL2717__Epithelial___2749FE,RHL2723__Epithelial___2749FE,RHL2724__Epithelial___2749FE,RHL2733__Epithelial___2749FE,RHL2747__Epithelial___2749FE,RHL2758__Epithelial___2749FE,RHL2759__Epithelial___2749FE,RHL2760__NA__grey,RHL2765__Epithelial___2749FE,RHL2766__Epithelial___2749FE,RHL2769__Epithelial___2749FE,RHL2770__Epithelial___2749FE,RHL2779__Epithelial___2749FE,RHL2780__Epithelial___2749FE,RHL2781__Epithelial___2749FE,RHL2791__Epithelial___2749FE,RHC5544__Epithelial___2749FE,RHC5546__Epithelial___2749FE,RHC5549__Epithelial___2749FE,RHC5550__Epithelial___2749FE,RHC5552__Epithelial___2749FE,RHC5553__Epithelial___2749FE,RHC5554__Epithelial___2749FE,RHC5555__Epithelial___2749FE,RHC5557__Epithelial___2749FE,RHC5558__Epithelial___2749FE,RHC5566__Epithelial___2749FE,RHC5567__Epithelial___2749FE,RHC5569__Epithelial___2749FE,RHC5574__Epithelial___2749FE,RHC5575__Epithelial___2749FE,RHC5577__Epithelial___2749FE,RHC5582__Epithelial___2749FE,RHC5586__Epithelial___2749FE,RHC5592__Epithelial___2749FE,RHC5597__Epithelial___2749FE,RHC5598__Epithelial___2749FE,RHC5599__Epithelial___2749FE,RHC5610__Epithelial___2749FE,RHC5611__Epithelial___2749FE,RHC5624__Epithelial___2749FE,RHC5627__Epithelial___2749FE,RHC5629__Epithelial___2749FE,RHC5632__Epithelial___2749FE,RHC5637__Epithelial___2749FE,RHC5643__Epithelial___2749FE,RHC5647__Epithelial___2749FE,RHC5707__Epithelial___2749FE,RHC5768__Epithelial___2749FE,RHC5790__Epithelial___2749FE,RHC5815__Epithelial___2749FE,RHC5896__Epithelial___2749FE
55500_2,61.7868,68.5246,537.325,0.460305,31.9752,48.4588,0,59.9819,42.1376,138.21,234.14,56.8637,0,22.2049,297.935,10.7796,65.4405,417.949,93.1391,2.07687,24.0699,19.4041,0,298.635,53.5559,26.6117,156.533,272.356,254.013,49.5571,9.12153,42.1608,11.0639,736.081,12.877,3.62686,115.292,27.6104,919.464,48.6091,2.11612,329.756,46.7098,37.8849,146.666,52.2083,6.33657,61.3242,100.956,0,914.99,39.6041,114.688,69.3967,0,232.686,314.523,0,70.9933,230.46,4.09474,3.77756,0.320109,1.79389,692.978,431.817,0,0,281.973,32.078,50.6783,122.57,506.67,127.499,0,12.0266,45.9456,195.998,0,171.316,62.1174,7.36134,82.168,9.2324,91.7468,69.3795,350.568,96.4335,174.481,4.02498,307.072,0,169.278,234.465,460.274,142.971,1.75261,162.2,52.6742,102.998,0,240.66,0.0792114,0,9.57966,0
4704_2,7.32103,48.7263,0,0.0572999,45.9826,0,0,117.189,0,0,0,0,0,0,0,0,129.608,0,0,0,0,52.4927,0,0,0,0,0,10.893,0,502.926,137.625,0,22.9982,0,0,351.679,0,184.321,608.192,38.154,23.4395,144.15,439.353,278.037,9.45952,21.5562,0,0,302.453,28.6579,21.6247,237.423,49.0934,25.8897,208.461,251.889,95.0211,203.544,49.9979,8.01153,221.73,0,0,0,0,78.4528,39.1704,0,0,357.368,66.3173,57.6185,57.0244,45.8603,0,7.51976,0,107.743,0.0178075,8.12791,0,0.000117141,22.6825,0,115.909,128.415,0,37.2872,271.711,0,58.812,3.30516,493.247,76.3216,44.4572,249.225,0,351.425,0,420.185,8.96069,0,14.546,0,4.71333,15.4982
55089_2,0,0,0,0,0,0,0,0,0,0,0,2.1349,0,0,0,0,0,0,0,0,0,0,2.59836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121278_2,0,0,0,0,0,0,0,0,0,0,0,2.13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10532,0,0,0,0,0,0,0,0,0,0,0
374462_2,0,0,0,0,0,0,0.411419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144193_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113675_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.94,0,0,0,0,0,0,1.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5562,0,0,0,0,0,0,0,0,0,1.22956,0,0,0,0,0,0,0,0,0,0,0,0,3.45278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51228_2,23.2101,0,0,0,0,62.3771,0,222.094,3.2483,0,0,0,0,7.45255,0,0,50.6806,0,201.467,0,0,0,0,88.2018,2.69263,0,0,0,63.088,27.2,0,0,0,0,16.3763,0,0,0,0,0,32.3807,0,2.83417,5.56835,1.2669,0,180.147,0,1.96472,0,0,342.273,0,0,0,0,0,0,0,30.5602,0,0,18.6357,33.7,0,75.918,0,0,154.592,0,253.274,1.4859,0,0,0,20.845,0,66.6418,16.2824,0.462297,4.38128,0,99.5088,0,0,0.270152,0,0,0,0,14.0689,0,0,0,10.0058,8.21014,0,0,292.492,0,0.259574,970.533,326.748,0,0,5.33433
9107_2,0,0,0,0,0,0,0,0,0,0,0,5.31271,4.04347,0,0,12.9668,0,0,0,5.80156,7.50198,0.100534,153.817,29.8336,28.768,11.3036,0,8.7282,0,0.244478,0,1.11032,0,0,14.9787,2.9039,0,0,0,38.9808,0,0,5.89517,0,0,6.51467,7.69377,14.0255,0,0,0,36.4388,0,0,0.886676,0,2.27762,5.93473,3.12666,0,0,0,0,0,15.0319,0,32.5516,0,0,0,0,46.2252,0,1.3934,0,0,0,2.31747,0,61.0946,0.426547,0,0,0,0,0,0.470918,0,48.4301,65.3558,0.156679,0,0,15.877,3.57438,23.4214,0,0,0,0,0,0,0,0,16.8397,0
6541_2,0.224001,17.6432,0,0,0,5.42148,0,14.3206,0,0,12.3327,0,0,0,0,53.5979,0,0,0,0,3.06252,8.73891,0,0,0,41.3251,0,8.26779,0,53.5121,0,0,13.2637,0.238827,58.3579,3.91955,0.0713974,73.2877,0,38.634,3.37597,6.66771,13.2987,15.0111,0,5.48909,1.57154,3.46411,3.21186,88.8518,0,0.994493,0,5.82424,0,39.071,0,118.593,5.16363,8.56382,44.3032,0,0,56.5772,8.7525,12.9148,0,4.78106,0,7.85054,0,2.42165,22.5037,38.4683,57.0867,12.3971,50.325,5.69329,0,0,18.2059,14.0521,2.20825,0,5.7643,25.6893,0.717689,16.4754,0,0,25.922,17.6327,1.79995,14.5176,0.990765,0.0941756,3.07115,30.8539,0,0,0,0,0,0,0,327.549
6821_2,0,0,159.978,0,0,0,0,0,0,0,12.9018,0,0,0,0,0,10.4854,0,0,0,2.34763,0,0,0,0.243094,0,0,0,886.319,0,0,0,0,0,0,0,0,0,0,0,0,549.112,0,0,0,0,0,2.85138,0,0,33.5691,0,0,0,0,0,0,0,0,1.3904,0,0,0,0,0,7.87632,0,0,41.8761,0,1.03756,15.2207,35.35,0,0,0,0,0,0,46.8779,0,0,21.2338,0,0,0,0,192.851,0,5.63021,6.99915,0,0,164.344,0,0,0,0,0,0,0,0,0,0,0,0
8608_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91012_2,0,0,0,0,1.59786,0,0,0,0.156709,211.566,0,0,9.05819,4.26505,0,0,66.9274,127.786,0,0,0,72.1012,0,0.152003,0,0,0,0,0,0,0,0,0,0,0,2.16314,1600.26,9.14637,59.0269,0,0,0,0,8.10143,0,8.36268,0,0,0,0,0,114.717,0,0,0,70.4791,0,0,195.834,0,0,0,0,0,0,0,0,0,0,195.166,0,0,1.18712,8.16923,0,0,0,0,0,155.87,0,0,388.157,0,156.206,0,0,0,1.39375,0,109.436,0,0,0,141.257,257.587,0,67.9765,0,0,0,14.078,0,0,15.1059,0
11226_2,245.856,29.362,0,11.543,1.38571,0,2.95722,0,1.85612,0,21.3555,0.239217,0,0,38.0864,0,36.4039,0,133.216,40.5482,21.5775,4.06698,113.492,11.6121,0,7.49067,0,13.8693,0,0.165738,4.38583,18.0694,51.5552,17.0618,0.273299,9.1496,244.813,78.0642,0,1.51518,26.0172,3.44112,38.1513,4.00785,7.89642,35.505,1.79059,0,3.59439,25.8197,0,220.312,0,2.10455,0,0,73.0698,2.58963,0,54.5651,0.631727,5.24728,0,2.06918,2.41583,0.635507,0,68.8728,0,34.3159,0,13.961,38.0242,29.2615,0,159.681,7.65006,0,5.84368,17.8942,17.2215,73.3785,0,0,4.54115,5.99048,1.30403,36.2396,1.41376,6.08405,0.854775,0,93.3295,18.4813,0,127.444,18.0482,10.9976,1.17804,2.73456,17.6316,0,9.49128,0,0,26.7542
51380_2,11.749,0,0,0,0,0,0,92.8786,0,5.99065,4.03022,0.944868,0,32.5048,0,0,8.23642,369.144,0.236929,0,21.0626,6.02585,0,20.9094,0,2.36505,0,91.4006,0.667984,0,0,0,0.87298,0,0,0,0,0,0,28.4358,0,63.4753,44.1479,0,1.09344,19.9164,106.556,0,0,46.743,0,6.26105,0,0,0,22.7461,0,40.871,0,0,0,0,0,2.35443,0,1.00883,0,0,0,0,0,0,0,13.583,0,12.8123,158.96,1.6218,0,22.1285,56.2095,0,0,0,0,0,0,0,0,0,2.77543,0,4.96829,1.11685,0,0,0,0,37.5678,0,0,0,0,0,0,0
2098_2,481.697,0,365.761,12.4433,16.1801,30.634,0,0,75.9783,0,0,0,93.4901,89.3812,13.2662,336.836,0,0,56.5867,1340.6,0,41.795,101.163,0,0,0,0,7.61393,0,40.9178,105.403,0,93.7214,0,0,7.82252,0,0,119.201,0,0,332.013,232.409,74.3929,360.7,130.864,514.569,0,14.3462,0,54.1058,275.142,335.97,529.941,0,225.18,443.073,87.3338,226.522,138.203,779.766,0,40.6447,16.6773,4.01446,35.1576,36.7594,1461.47,1.96375,17.9243,22.4552,179.841,93.354,18.4781,3.07622,208.368,0,149.765,48.6417,305.162,91.7655,0,181.795,0,167.578,57.1387,179.138,567.593,43.2895,0,205.006,0,10.521,538.743,5.5821,180.992,65.4374,387.928,1.85446,0,165.18,0,178.92,0,33.7996,48.6155
23067_2,0,0,0,0,0,0,0,0,6.40529,0,0,0,0,0,0,0,0,0,0,1.89663,0,0.865224,0,0,0,4.11416,0,0,0,0,0,0,0,0,0.611497,0.112109,0,0,52.9496,0,0,0,0,0,0,0,1.06051,0,59.9207,0,6.7835,0,0,0,0,0,50.4244,0,0,0,24.1913,0,3.06648,0,4.54694,0,0.300097,0,0,5.22671,0,6.68577,0.37721,13.5625,8.24277,0,0,0,0,0,0,0,0,0,0,0,0,6.66424,0,0,0,19.9715,0,0,0,1.01569,0,22.6536,0,1.58516,0,0.196714,0,0,1.59209,0
145226_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.298,0,0,0,0,0,0,0,0,0,0,0,0,0
122481_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9083,0,0,0,44.3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22962,46.8535,4.2948,0,0,0,0,0,0,0,0,0,0,8.22281,0,0,23.1653,0,0,0,0,0,0,299.238,0,0,0,0,0,0,0,0,0,0,0,0,0
123041_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9990_2,0,0,0,26.7931,0,0,0,0,0,1.4292,0,0,3.5014,0,0,0,0,0,0,0,0,0,0,0,0,264.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0789,0,0,0,53.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6652_2,6.47782,0,0,0,0,9.478,1.83309,0,0.728103,71.3115,0,2.80841,0,0,0.172488,5.3959,2.63663,0,0,1.65735,0.955689,0,0,0.10563,5.75998,0.998681,29.6642,0,63.7325,2.543,0.594206,131.247,0,0,0,86.558,0,0,0,7.50384,0,11.0302,6.92643,38.5149,385.146,19.2032,0,0,20.2529,0,21.1707,0,52.0093,122.75,3.08784,0,0,37.1882,162.613,0,81.93,0,0,0,0,0,0,0,0,3.55556,0,3.75404,1.92666,12.5099,0,0.262161,0.621964,0.597753,0,0.83682,0,25.0289,12.0339,0,0.214171,15.8998,0,0,0,0,1.09128,0,0,0,0,13.4562,0,15.3961,0,0,29.095,0,52.0374,0,0,0
50506_2,6.05407,240.227,8.64613,228.985,159.476,129.556,0,0,0.381067,0.324851,0.883143,21.0642,0.288498,0,0.366852,1.57394,1.00888,0,0.0707316,0.148012,3.31171,22.3745,0.296066,0,21.8775,0.509208,0.515612,0,0.114229,3.59012,0.248727,0,0.14533,0,0.148912,0,175.818,3.66064,0,6.80519,0,0,0.834496,0.361366,0,0.638417,0,0,1.65046,0,0,0,0,0,0,0.867838,0,0,0,0.226301,0,0,1.38351,0,0,0,0,0,0,0,524.936,0,0.780793,0.227812,3.30087,0.191183,0.151382,1.0899,2.26682,0.610189,0,0.156025,0.131001,0.997944,0.156125,0,0,0,0,0,0.132619,0,0.444155,0.597135,3.02547,0,0,0,0.120136,0.151493,0.636313,1.22111,0,0.117539,4.5814,9.0611
11001_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984613,0,0,0,0,0,0,0,0,0,0,0,0,0.314578,190.77,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2306,0,5.77984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245_2,0,0.325304,0,0,0.596185,180.213,0,0,4.35789,100.55,0,30.1544,0,3.34478,0.669306,5.49127,199.982,0.950466,13.1429,15.2736,4.18657,15.05,0,0,52.452,0.225465,0.365615,0,28.8853,38.6337,171.22,0,0,0,0,41.1305,0,0,0,7.97334,0,0,52.3609,0,5.87158,33.4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1277,0,0,213.999,0,0,0,234.737,0,0,0,0,0,36.7844,1.97573,354.241,2.30712,0,1.414,0,0,0,0,0,0,0,189.894,92.798,0,6.72071,0,0,4.7084,0,0,0,0,0.790238,0,0,0,0,0
2108_2,70.9817,0,377.916,1.28811,438.153,921.733,0,0,108.856,3.96488,140.129,0,5.00448,0,0,0,40.3223,0,0.94108,4.9099,0,44.092,257.845,10.2864,91.2589,683.362,0,43.5787,53.4146,434.3,28.8765,16.6597,0,2.04242,588.173,3.4268,30.3829,0,1065.04,0,818.849,75.833,0,43.5241,0,51.3173,0,0,0,3.76712,222.178,399.02,1039.51,196.42,50.0079,68.6226,101.324,101.01,135.24,0,0,17.038,0,84.2973,38.1091,15.4001,433.836,0,166.058,0,0,127.942,31.2334,4.00333,0,0,9.6812,289.151,290.102,35.9328,185.196,0,34.5854,15.0887,0,0.673934,179.617,90.595,0,0,363.35,0,0,3.68764,214.213,67.7286,25.9656,0,39.0923,63.6841,1284.83,3.847,317.781,1314.66,0,41.6965
1583_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51458_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3443,0,0,0,0,0,0,0,0,0,0,0
23478_2,3.44221,0,0,0,0.662917,1.76301,0,0,0,0,0,0,339.031,84.5757,0,0,0.193079,5.60203,18.5215,134.335,0,0,0,241.456,0,0,0,51.2449,78.4528,24.5288,3.73621,0,13.0904,0,79.235,0,0,0,0.550019,60.1029,0,0,77.2708,0,0,18.5779,8.86723,0,242.171,135.317,0,0,59.0483,12.8749,311.225,0,9.72025,0,0,0,0,12.6773,3.29353,0,5.68593,0,0,4.97938,0,26.9949,19.9216,82.0888,68.3578,0,0,20.8149,119.24,115.321,0,134.659,0,0.295021,74.3876,0,224.381,0.886843,0,51.809,0,0,175.227,0,0,3.04072,0,201.944,0,584.111,295.56,0,0,0,3.55113,0,0,0
5373_2,251.654,0,113.079,2.60139,8.56577,141.006,1.38604,142.202,29.1728,0,7.91992,0,0,0,0,0,0.00280808,182.144,0,76.093,0,0,0,95.4284,0,42.876,0,20.4799,0.00015028,535.296,52.8909,0,0,0,53.0327,6.56846,0,423.685,0,66.8691,0,0,76.5873,140.015,145.763,84.0394,62.3263,0,58.8288,0,0,194.124,0.199765,102.006,4.64804,24.7334,38.8026,0.227607,112.958,177.873,231.007,5.04419,14.1168,0,0,46.3732,0,0.327913,33.5396,0,118.436,52.334,82.6191,96.5749,0.00701227,222.824,44.9529,117.401,0.0942042,185.504,57.2978,23.38,38.0521,0.232402,141.339,69.804,0,0,0,144.433,42.9643,2.42534,106.599,30.7047,104.427,85.755,0.0988588,180.439,58.0441,0.307845,0,0,84.248,0,0,0
6524_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385_2,2.02903,0,15.8336,2.29282,123.514,0,67.4101,0.853577,182.913,0.428158,0,0,43.6446,3.25744,0,0,0.318892,0.417104,4.25181,0.871402,13.7594,207.312,0,104.567,32.5028,0,82.3299,308.625,0,0,788.493,0,67.5644,0,174.45,92.136,0,2.09024,0,18.1195,204.519,0,17.4443,0,281.858,48.6962,135.983,0,15.4249,359.493,86.0522,0,10.9391,42.4029,36.0652,112.407,0,125.869,5.56474,115.836,0,499.822,25.6326,219.178,0,4.59013,0,445.033,10.3723,560.767,343.839,427.931,307.038,205.553,0,157.456,227.543,535.889,63.7558,131.835,102.534,173.39,76.5138,1157.79,50.8825,61.9858,1796.87,289.383,3.66406,8.77204,389.768,28.8765,50.5257,33.3208,182.927,282.148,0,0,203.525,4.31887,0,11.1598,1.26569,0,111.361,30.2816
10164_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653_2,0,2.15419,0,1.46012,0,1.67734,0,0,0,0,0,0,0,0,0,0,0,0,0,136.951,0,0,0,0,0,0,0,0,81.378,0,0,0,4.20634,32.5829,0,0,0,0,0,22.5993,0,0,0,0.343731,0,0,8.61644,0,2.96696,0,0,0,0,0,24.0004,0,0,36.9093,34.7922,3.84032,0,0,0,0,0,9.39153,0,0,0,1.53169,0,13.5625,38.1702,0,0,51.5948,79.9489,19.1077,0,0,3.54238,94.1193,0,0,0,0.87049,0,12.2278,0,0,46.7611,0,0,50.5895,0,0,0,8.95591,24.5598,6.07372,261.041,0,0,0,0,0
4716_2,0,360.947,114.414,0,20.2791,557.542,559.392,0,68.9152,0,10.6428,65.3836,13.724,148.323,0,0,0,0,0,0,14.3397,118.445,0,7.74942,0,0,0,28.4373,0,11.1189,140.669,22.7989,18.4691,0,28.8506,0,0,674.967,393.973,0,51.5616,0,21.0126,18.3414,90.8381,94.3608,11.8701,0,65.2222,0,0,60.7334,251.836,79.9029,12.5263,181.509,278.465,356.04,295.951,91.9014,0,0,14.3598,52.8696,50.511,62.5111,123.738,106.243,0,32.5986,38.2052,149.167,49.3236,269.635,0,84.836,7.17619,45.1795,56.6362,155.019,349.224,0,50.6196,129.779,5.27811,72.8437,0,169.744,53.8521,0,160.781,0,0,224.474,95.9398,85.4801,12.7434,125.178,8.13528,0,30.2,0,323.463,0,1.47872,0
2588_2,0,0,0,0,0,0,0,0,0,0.395874,0,0,0,43.4391,0,0,5.85167,0,0,0,0,0,0,0,0,11.0038,0,0,532.89,0,0,0,0,42.8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5053,0,0,5.86024,38.6936,0,0,0,0,4.47181,0,0,0,0,0,0,0,0,0,0,0,0,3.13321,0,0
64180_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351_2,0,0,0,0,0,0,0,0,0.741984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403094
