Gene_Numeration,RHC3546__Tcell___C6E879,RHC4045__MastCell___E596C5,RHC4053__Tcell___C6E879,RHC4747__Tcell___C6E879,RHC4771__Tcell___C6E879,RHC4776__Tcell___C6E879,RHC4804__Tcell___C6E879,RHL2752__Tcell___C6E879,RHC5620__Tcell___C6E879,RHC5646__Tcell___C6E879,RHC5699__Tcell___C6E879,RHC5702__Tcell___C6E879,RHC5827__Tcell___C6E879,RHC5910__Tcell___C6E879,RHC5982__Tcell___C6E879,RHC5995__Tcell___C6E879,RHC6004__Tcell___C6E879
8760_4,0,11.35,64.6557,0,168.961,0,0,0,368.419,0,0,13.6967,0,0,0,0.43674,0.437219
54363_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332_4,250.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420_4,0,0,0,155.301,0,0,6.64941,0,0,0,15.7365,0,0,0,0,0,0
140679_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191_4,0,0,0,0,0,0,0,2.63867,64.7723,0,0,28.6513,0,0,0,0,0
128869_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005_4,0,0,0,0,0,0,0,0,197.651,0,0,0,0,0,0,0,0
9663_4,1.53103,0,0,0,0,21.0662,0,348.907,0,0.162073,0,8.00934,1542.8,14.1586,0,0,1123.29
29906_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9388_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412_4,0,0,0,0,0.359719,0,0,0,0,0,0,0,0,0,0,0,0
2986_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23439_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634_4,0,819.578,0,0,15.3009,0,0,0,0,0,0,268.938,0,0,1.62041,0,0
6839_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286410_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55613_4,0,0,0,0,0,0,240.146,0,0,0,0,0,0,0,0,0,0
9016_4,0,0,0,0,0,0,0,604.478,0,0,0,0,0,0,0,0,0
7355_4,0,0,0,0,0,0,0,0,67.7984,0,0,0,0,0,0,0,0
5230_4,92.9263,232.754,0,3060.36,0,0,619.268,6.78378,0,0,0,5.35054,724.809,0,0,130.525,996.471
6611_4,0,0,0,0,0,0,0,3.13487,0,237.02,0,0,54.2127,0,0,221.069,2.66752
5251_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.66,0,0
9468_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717_4,0,53.9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55757_4,0.243761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10166_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160851_4,0.111333,0,0,0,0,0,0,0.299697,0,0,0,0,0,0,40.7036,0,0
1723_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4832_4,0,0,172.612,0,1579.17,0,0,0,0,0,0,577.528,0,0,0,0,0
3038_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55512_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624257,0,0,0
9057_4,0,0,0,0,0,0,0,5.25038,4100.25,0,2.52227,0,0,0,21.0404,0,19.2156
23417_4,0,0,0,0,49.3388,0,0,0,0,150.712,0,2.29932,0,0,0,0,0
4833_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363_4,0,48.5714,0,0,0,0,1209.39,0,23.7719,0,0,0,0,0,0,0,0
84264_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8140_4,0,0,0,0,0,0,0,14.8878,0,0,0,0,0,0,0,1.34729,0
343_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163_4,10.8156,0,0,0,7078.1,2.61136,0,0,0,1855.17,0,399.423,0,0,0,0,0
23475_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962085,0,0,0
64131_4,0.135219,0,0,0.184942,13.2237,0,0,0,0,0,0,0,0,0,7.68288,0,0.104514
10423_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695537,0,0
6530_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366_4,0,0,0,0,0,0,0,0,0,0,0,0,3.69437,0,0,0,0
23205_4,0,0,0,0,0,0,0,14.9585,0,0,0,0,0,0,0,0,0
2184_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760_4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90316,0,0,0
1666_4,0,0,0,0,360.524,0,0,0,1985.74,0,0,0,0,0,0,0,0
7264_4,0,0,0,0,549.65,0,37.0353,0,0,9.45684,0,278.364,0,0,0,0,0
65263_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713_4,0,0,0,5.38617,0,0,584.013,0,0,0,0,0,0,0,28.3178,0,0
2936_4,0,0,0,0,0,0,0,12.1119,0,0,0,21.0032,4.00974,0,0,10.7055,0
7991_4,0,0.060647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427_4,108.956,11.4691,0,0,0,0.540719,0,171.305,0,0,0,0,0,0,0,0,0
4125_4,0,0,0,0,0,0,0,0,0,0,0,0,0.306299,0,0,0,0
2997_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891_4,0,0,0,0,0,0,0,102.556,0,0,0,1391.88,0,0,0,0,58.4539
1158_4,0,5.12141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84444_4,0,0,4.11373,1.56777,0,0,0,0,0,0,0.0731259,0,0,0,0,0,0
57030_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259307_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6511_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29124_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821_4,0.377053,0,0,112.446,0,2.32679,39.2225,0,0.17562,0.774017,0,33.0726,1858.02,0,54.4437,859.848,83.7655
23646_4,0,10.2732,0,0,572.688,0,0,0,0,0,0,0,0,0,0,0,10.6514
1155_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.989,0,152.626
6510_4,0,0,0,0,0,683.549,0,30.6896,0,0,0,0,0,0,0,0,0
2109_4,2.86869,0,0,0,0,0,0,66.3382,10.8573,0,1.59695,0,0,0,0,820.764,0
6822_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478_4,0,0,0,0,0,0,0,0,0,0,0,0,0.29056,0,0,0,0
3036_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64748_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639_4,0,0,0,0,0,10.3765,8.55511,0,0,0,0,0,0,0,0,0,0
6528_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51477_4,0,0,0,0,3.85027,0,0,0,0,0,0,0,0,0,0,0,0
495_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26330_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135_4,144.894,0.209756,1.32147,214.79,0,0,510.355,0,0,1.254,0.68514,0,470.871,1891,0,0,326.622
5294_4,1.08616,0,15.288,1.41984,154.286,0,0,0,484.511,621.052,19.8436,18.0057,0,0,0,0,31.5
5446_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50617_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967_4,0,0,0,0,0,0,0,0,0,0,228.935,90.8775,0,0,0,0,0
11112_4,0,0,0,0,0,0,0,2.86593,0,0,0,0,0,0,0,0,0
1577_4,16.5453,0,0,0,0,0,0,3.37702,0,0,0,0,0,0,0,0,0
3614_4,0,37.7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56913_4,0,2.74027,0,36.9691,50.5583,0,0,0,5.78933,21.4369,0,1977.98,0.0525186,0,0,0,397.278
644_4,0,10.3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168391_4,9.55594,1.08466,1.98595,0,0,0,0,0,0,3.61995,0.992839,0,0,0,0,0,0
6505_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54981_4,64.7269,0,0,0,0,0,0,33.1652,0,0,0,0,0,0,0,0,0
203_4,0,0,0,0,0,0,604.756,0,0,0,0,453.369,0,0,0,0,0
768_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8395_4,22.4042,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0
5730_4,0,0,0,0,0,0,0,0,0,32.2285,0,0,0,0,0,0,0
5264_4,0,0,0,0,0,0,0,6.30065,0,0,0,0,0,0,0,0,0
9562_4,0,60.7715,0,0,0,0,0,0,0,0,0,0,1.06775,0,0,0,0
3988_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64077_4,0,0,0,0,0,0,0,0,0,0,965.648,0,0,0,0,0,0
1562_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55163_4,8.18416,0,0,0,0,0,113.412,0,0,307.724,0,0,0,0,0,0,0
9487_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584_4,0,0,0,1707.84,0,0,0,0,0,0,0,0,0,0,0,0,0
2027_4,2.76746,0,1.74056,0,0,0,0,0,4.12645,8.09908,13.3479,10.0365,0,0,0,14.4475,0
8402_4,0,0,0,0,141.83,0,144.857,0,0,0,0,0,0,0,0,0,0
6532_4,0.191032,0,0.140273,1.22404,1.69611,0.717819,1.28188,0.806633,0.104842,0,0,0,0.155156,0.201727,0.310693,0,0
218_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669_4,0,769.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292_4,0,0,0,0,0,0,0,0,0,0,0,2.77623,0,0,0,0,0
239_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714_4,9.4185,0,0,0,0,0,0,0,0,4.75621,0,0,0,0,0,0,0
230_4,0,0,0,0,0,0,0,23.3664,0,0,1828.06,0,7.92686,1.14457,0,0,0
7365_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126_4,0,0,0,0,0,305.076,4.86191,0,0,0,0,0,0.197958,0,0,0,0
4717_4,69.4219,0,2615.96,1224.41,0,0,0,0,121.402,31.8986,73.1033,1257.94,0,8.47028,0,713.688,0
7350_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821_4,0,0,0,0,0,0,0,0,1.37679,3.54072,0,0,0,0,0,0,0
51166_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51809_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235464,0,0,0
6649_4,10.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56606_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7468_4,0,0,0,0,0,0,0,11.8578,0,0,0,0,0.0511333,847.115,624.597,2.29458,25.9908
7358_4,0,0,0,0,0,0,0,0,1.02052,4.77254,0,0,0,0,0,0,0
10553_4,0,0,1620.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6309_4,0,0,0,0,79.632,12.9916,0,0,0,0,0,160.486,0,0,0,0,0
27087_4,0,0,0,0,0,0,0,0,0,19.9518,0,0,0,0,0,0,0
51111_4,0,0,0,0,0,0,231.918,0,418.033,0,0,0,0,0,0,0,0
6484_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374_4,6.10511,0,118.734,0,0,0,0,0,0,0,4.95467,64.3922,0,0,0.240682,210.172,0
2348_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050_4,0,0,0,0,0,0,0,0,0,0,5.45348,0,0,0,0,0,0
6506_4,0,5.9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114971_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4728_4,0,0,0,0,1081.88,0,0,0,1372.77,0,546.12,0,0,0.719198,0,150.904,0
10312_4,0,0,0,0,0,0,8.25191,0,0,0,0,4.59353,0,0,2567.39,0,0
1119_4,0,778.697,0,2.92368,0,0,0,0,0,0,0,0,0,0,0,319.401,153.195
84274_4,0,0,0,33.0377,0,0,0,0,0,0,0,0.659433,0,0,0,0,0
1610_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891_4,24.2158,0,0,0,0,0,0,0,0.293638,0,0,0,17.3234,0,0,0,0
4598_4,52.4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506_4,77.1579,0,0,1572.24,9.49217,0,9.29468,1406.11,420.736,0,1.75692,1.37657,1.83216,5.75308,2980.93,612.85,64.035
10728_4,41.8175,6.5845,0,10.04,14.0098,12.8525,15.1297,19.0654,95.3434,107.2,83.9273,0,17.1554,18.7907,1.51707,317.317,39.0216
1594_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79611_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23371_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048_4,0,0,0,0,0,0,0,0,0,0,0,0,0,3128.88,0,0,0
6539_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54682_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80724_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217_4,0,0,0,0,0,0,0,0,0,0,844.755,0,0,2.42469,0,0,0
81539_4,76.5847,0,6.65465,0.164673,0,0,642.929,147.191,0,1.85261,11.6995,8.77433,0,0.443648,6.28701,37.7748,19.9562
2597_4,390.338,1530.78,0,7047.18,166.778,1484.23,706.996,2412.65,3437.03,1520.19,24.8683,1858.96,9.46428,745.806,3969.74,3903.07,1240.01
56994_4,1.02313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167_4,60.3535,3101.82,0,4963.44,0,38.4848,4.35188,894.822,78.2264,124.781,2436.58,517.314,1322.83,232.585,5294.08,1505.83,0
2026_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51559_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28234_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945_4,24.4745,46.9075,441.709,24.8656,120.666,0,81.2085,25.9868,455.584,0,2.11152,0,19.73,0,319.367,432.789,584.098
55907_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.609,0,0
6489_4,0,0,0,4.73586,0,0,0,0,0,0,0,0,0,0,0,0,0
57379_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337_4,834.241,8.4896,0,1286.82,6178.44,1891.69,1660.97,0,155.75,633.816,90.3274,149.16,0,0,0,4440.63,1785.71
2651_4,0,0,0,0,0,0,0,0,0,0,45.6897,0,0,0,0,0,11.0656
10090_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116369_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005_4,2.01676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6648_4,0.247123,2.62247,3.25964,0,0.284263,0,542.414,237.915,156.902,0.55394,6.41706,0.453555,1.83335,0.0708457,43.4129,0.0551356,22.2669
7915_4,0.256011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8876_4,0,0,0,0,0,0,0,0,0,0,0,235.618,0,0,0,0,0
8875_4,0,0,271.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55856_4,19.2635,0,0,68.9522,0,0,0,0,19.8489,0,0.691324,0,0,0,0,0,0
135152_4,0,0,0,0,78.8961,0,0,0,0,0,0,0,0,0,0,0,4.38005
10246_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9896_4,0,0,0,0,0,0,0,0,0,0,0,0,0.192009,0,0,0,0
117247_4,0,0,0,0,0,0,1.34742,0,0,0,0,0,0,0,0,0,0
6582_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347_4,6.00692,365.941,49.3596,1056.49,2494.9,0,0,200.413,1323.48,0,0,416.733,20.5393,13.1707,1090.62,0,351.655
2762_4,196.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030_4,0,0,0,0,9.77381,0,0,0,0,0,0,0,0,0,0,0,0
83594_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157_4,4.26874,127.811,0,522.17,2703.69,12.7029,0,0,0,0.901651,0,46.9089,1.43272,0.702306,162.2,150.693,74.2099
23530_4,0.148333,0,0,0,0,0,117.05,0,0,0,0,3.56797,0,0,0,0,7.60691
83697_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156_4,0,0,322.85,0,0,0,0.328943,0,0,1.11657,0,0,0,0.2899,0,0,0
10087_4,0,0,45.2468,0,0,0,0,0,0,0,0,0,0,0,0,0,35.035
8622_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411_4,0,0,0,3.73478,0,0,0,0,0,0,0,0.0834708,0,0,0,0,43.7051
28965_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144_4,128.507,0,4.25017,1.17284,0,0,45.5946,0,49.5204,0,483.059,261.742,0,16.258,0,0,8.51497
64902_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10723_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7903_4,39.8317,0,0,0,5.02351,0,0,0,0,0,0,354.194,0,0.12002,0,0,0
10007_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992_4,220.189,0,1.94744,0,0,0,466.974,390.36,0,0,0,1553.32,0,0.944898,0,0,0
1962_4,0,17.4868,0,0,0,0,0,0,0,1.34355,0,0,0,0.563604,0,0,0
3081_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56954_4,13.7663,0,0,0,0,0,49.0401,0,0,0,0,0,0,0,0,0,0
5948_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632_4,0,0,0,110.784,0,0,0,0,0,0,0,0.690938,0,0,0,0,0
7372_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_4,0,0.431169,6.57253,0,0,0,0,655.155,0,0,0,0,0,46.4475,0,0,0
10057_4,4.42795,0,0,0,2.16601,0,0,0,0,0,0,0,0,0,0,0,0
13_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23007_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28972_4,28.537,1810.09,791.978,1262.91,0,0,0,637.441,0,381.945,1780.07,15.282,0,0,0,0,0
6508_4,0,0,0,0,0,0,0,52.9314,0,0,0,0,0,0,0,0,0
1716_4,0,132.614,0,0,0,0,0,0,0,0,425.273,25.2301,0,0,92.0613,0,0
200576_4,0.211108,0.543016,0,0,0,0,0,0,11.1536,86.1347,0,5.62076,1099.23,0,0,0,0
2820_4,0,0,0,6.47804,0,0,0,0,0,0,0,0,0,0,0,0,17.8559
5136_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374291_4,27.1256,0,0,0,6.37279,0,14.3944,0,0,0,0,0,0,0,0,0,0
2591_4,0.538006,0,0,0.433988,0,0,138.809,0,0,0,0,0,0,0,0,0,0
33_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744_4,4.35098,0,0,1375.76,18.2274,1037.17,0,0,0,0.211226,0,3.41026,78.4286,0,103.061,2.81746,25.7235
55825_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869_4,2.90827,0,0,0,0,0,0,0,6.13052,0,0,0,0,0,0,74.9091,172.111
84812_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6549_4,3.11992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80146_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10058_4,0.534082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60482_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069_4,0,0,0.15478,2693.99,0,0,0,987.472,22.6963,0,9.52082,1294.5,1.34045,2690.77,4263.14,0.171464,0
7173_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953_4,0,0,0,0,0,0,0,6.26996,7.10779,0.401686,3.92651,0,0,0,0,0,0
8604_4,0,0,0,18.6321,1.57056,0,0,0,0.602516,0,0,298.289,0,0,10.4386,0,294.329
3938_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6509_4,0,0,0,0,0,0,0,0,0,0,10.6215,0,0,0,5.24825,0,0
8942_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167_4,6.27492,0,0,0,0,1196.9,0,439.871,0,0,0,0,0,0,2183.97,0,0
525_4,40.2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6697_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718_4,0,0,0,46.4769,0,0,0,0,0,0,0,0,0,0,7.01084,0.220944,0
2882_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342_4,0,0,0,72.4935,0,0,0,0,0,178.173,0,367.535,0,0,0,633.801,0
9917_4,0,0.0649315,0,0,0,0,0,0,0,0,0.0916146,0,0,0.19902,0,305.963,0
271_4,0.41182,0,0,0,0,0,0,0,0,0,0,28.4196,0,0,0,0,0
51102_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515_4,0,0,1944.1,0,0,0,1464.15,155.502,0,0,0,34.1843,0,0,0,0,630.315
55870_4,34.3197,18.4806,0.105077,2.76767,0,5.88886,18.0482,1239.32,0,0,2.1069,0,0.0380357,0,39.5926,0,0
6723_4,0,0,0,0,390.048,0,0,0,2.1124,0,0,0,0,0,39.7983,0,0
23169_4,0,0,0,0,6.33303,0,0,0,0.892636,0,0,0.215047,0,0,0,0,0.457726
5321_4,0,1.3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491_4,0.657116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79814_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51086_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51179_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84618_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4548_4,0,0,0,133.846,0,4.3332,0,667.062,0,0,0,0,0,0,0,1.49702,0
8564_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34_4,16.4684,0,188.34,0,0,0,0,0,7.66437,0,0,0,0,0,0,0,10.8406
81849_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6390_4,11.4796,0,0,0,0,0,0,0,8.12663,0,1616.53,0,0,0,0,0,0
6675_4,0,0,0,1.46184,0,0,0,0,0,0,0,0,0,0.614558,0,947.58,0
26279_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155_4,0,0,0,0,0,0,0,0,0,0,2394.59,0,0,0,0,0,335.216
2582_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.17,0,0
6513_4,0,0,308.938,0,0,0,0,21.3552,0,0,0,70.3044,0,16.8894,0,0,0
533_4,0,0,1.2444,0,0,0,26.8616,0,0,0,9.8556,0,52.8672,0,1.51647,113.279,0
8704_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10327_4,0,1.2395,0,0,0,0,156.717,1489.3,0.925365,3369.03,0,0,11.2504,0,0,0,0
5052_4,19.8469,1147.9,0,0,0,0,0,2683.47,28.2223,0,0,419.86,1.4659,0,3.35277,2525.01,0
8503_4,29.8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10560_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825_4,0.803846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9588_4,0,0,0,0,0,0,0,1146.58,0,0,0,98.0483,6.21396,0,0,0,0
3290_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163404_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23443_4,0.354646,0,0,0.433146,1.44498,12.8881,0,0,0,0,0,0,0,0,0,0,0
200010_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51146_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297_4,482.495,11.0215,0.35016,0,12.8116,0,0,0,0,0,90.6882,107.288,1.19906,99.0975,0.0761566,3.63087,141.228
11181_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6543_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9331_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23632_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789_4,247.49,0,0.58262,741.689,0,0,0,3255.84,0,392.808,301.736,99.3623,0,0,0,0,0
6785_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9194_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9429_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4709_4,0,0,0,92.3593,0,0,773.14,596.319,127.929,0,0,475.105,0,0,0,0,1206.55
9615_4,0.43484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80235_4,0.629304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702_4,0,0,0,0,0,0,0,0,0,0,72.4291,0,0,0,0,0,0
