Gene_Numeration,RHC3546__Tcell___C6E879,RHC4045__MastCell___E596C5,RHC4053__Tcell___C6E879,RHC4747__Tcell___C6E879,RHC4771__Tcell___C6E879,RHC4776__Tcell___C6E879,RHC4804__Tcell___C6E879,RHL2752__Tcell___C6E879,RHC5620__Tcell___C6E879,RHC5646__Tcell___C6E879,RHC5699__Tcell___C6E879,RHC5702__Tcell___C6E879,RHC5827__Tcell___C6E879,RHC5910__Tcell___C6E879,RHC5982__Tcell___C6E879,RHC5995__Tcell___C6E879,RHC6004__Tcell___C6E879
123041_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9990_4,0,0,0,0,1628.52,0,0,0,0,0,0,0,0,0,0,0,0
6652_4,0,0,0,0,0,0,178.068,0,0,0,0,0,0,0,0,0,0
50506_4,14.5981,0,0.222953,0,1.09414,0.338599,0.272152,0,0.103239,0,0,0,0,0.52597,0,0,0
11001_4,0,0,0,1843.07,0,0,0,0,0,0,0,0,848.279,0,0,0,0
3067_4,0,3234.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245_4,0,0,0,0,0,0,0,0,0,0,0,0.200816,0,0,0,0,0
2108_4,2.86919,0,0,0,0,2460.31,0,0,0,0,0,23.0904,0,0,0,0,0
1583_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51458_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23478_4,16.8241,0,0,0,0,37.9624,0,72.2785,997.317,1.66129,36.5606,814.274,0,0,0,1172.48,0
5373_4,0,0,0,0,398.637,0,0,0,0,0,0,0,0,0,0,0,0
6524_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385_4,41.6644,719.863,8.40914,19.2464,0,0,0,0,0,0,0,33.9796,22.4003,7.1399,0,0,26.7696
10164_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653_4,0,0,0,0,0,0,0,11.6323,0,0,0,0,0,0,0,0,0
4716_4,0,0,0,4.64658,0,0,0,0,0,0,0,0,0,0,0,0,4.89546
2588_4,0,0,0,0,0,0,0,0,0,0,0,0,1.11181,0,0,0,0
64180_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351_4,0,0,0,0,0,0,0,0,0,0.766286,0,0,0,0,0,0,0
92579_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589_4,0,0,0,1522.88,0,0,0,0,0,0,0,16.847,0,0,0,0,0
4864_4,1.46441,0,0,0,838.562,0,0,0,0,917.842,0,0.0863623,0,0,0,1.3245,139.172
6563_4,0,0,0,0,0,1.26955,0,0,0,0,0,0,0,0,0,0,0
284111_4,0,0.10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112483_4,0,0,0,2.97376,0,0,0,30.8632,0,0,0,0,0,0,0,0,0
23533_4,0,0,0,0,0,0,0,0,0,6.19475,0,0,0,0,0,0,50.24
9123_4,0,0,0,55.4279,0,0,0,1.10549,0,0,0,0,0,0,0,0,60.1803
79672_4,178.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409_4,6.19057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8612_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211_4,0,247.611,0,0,0,0,119.221,0,0,0,37.3184,0,0,0,125.907,0,0
641649_4,0,97.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80162_4,0,0,0,0,0,0,4.72054,0,0,0,0,0,1.20064,0,0,0,0
6647_4,19.7465,0,0,24.1008,0,0,759.989,343.433,2794.5,921.726,0,83.4152,13.0307,0,567.619,0,860.338
6531_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55244_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93650_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518_4,0.315221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226_4,0,0,0,0,0,0,0,0,0,0,0,1.03661,0,0,0,0,0
10026_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113451_4,0,51.7772,0,0,0,5.71467,0,0,0,0,0,0,0,0,0,0,0
1580_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223_4,0,0,0,0,0,0,576.227,1640.11,0,0,0,0,0,0,0,0,0
481_4,5.70879,2.72224,0,0,0,0,0,0,0,0,0,283.031,0.824605,1.82679,0,0,0
29922_4,322.324,128.715,0,0,0,0,0,0,667.812,0,711.461,0,25.0891,0,7.70144,0,0
25874_4,0,0,869.818,0,0,0,492.992,0,4.68432,0,0,0,28.571,0,0,0,0
7371_4,0,0,0,0,0,0,0,0,0,142.957,0,0,0,0,0,0,0
4259_4,0,0,0,19.5243,0,0,0,0,0,0,0,0,0,18.1641,0,0,0
55811_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6791,0
6391_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93183_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82058,6.67552
9869_4,0,0,0,0,0,0,203.626,108.541,0,0,0,0,0,0,0,0.682185,0
5298_4,0,206.959,0,0,0,0,0,0,0,2.39044,0,0,0,0,0,0.551704,0
8394_4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2235,304.594,0,0
29956_4,0,31.5625,0,0,0,0,0,0,0,0,0,0,0,0,1646.04,0,0.701344
57198_4,0.215437,0,0,0,7.14299,7.23371,13.8443,0,0,0,0,96.4485,0,0,363.288,0,0
11000_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89872_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590_4,0,0,0,0,995.562,0,0,0,0,0,1334.65,17.2842,0,0,0,0,0
52_4,0,0,0,0,0,0,0,0,12.0381,697.586,835.994,84.801,0,7593.74,0,0,315.105
8560_4,0.602529,0,0.535807,1.49297,0,2.02092,0,1740.03,0,0,3.33623,0,0,0,0.491721,0,244.336
3707_4,0,0,0,0,0,86.7609,0,0,0,0,0,0,0,0,0,0,0
2987_4,256.673,3.22404,0,0,0,0,0,15.5254,54.8936,0,62.1054,1897.66,23.5389,0,3.55986,0,644.311
129642_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29920_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930_4,44.0849,0,0,2.04277,308.415,0,58.8564,0,0,1.86067,40.6307,0,0,67.9344,0,673.284,0
55224_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245973_4,1.00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64241_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8446_4,0,4.07053,0,0,0,4.21546,0,0,14.6487,0,0,0,0,2.59192,0,0,0
6574_4,38.2459,1.04797,92.5457,0,4.62065,0,22.1493,0,0,0,0,4.63126,281.006,0.373029,0,10.5003,507.029
114805_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57282_4,0,0,0,0,0,0,0,0.954695,0,0,0,0,0,0,0,0,0
29926_4,7.9572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115286_4,3.34148,0,0,0,0,0,6.78079,0,0,28.5345,0,0,0,0,0,0,0
10840_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6121,0,0,0
10861_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345274_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79966_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58478_4,0.997949,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13387,0,0
2169_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80854_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84869_4,0,0,0,5.93703,0,0,0,0,0,0,0,0,0,0,0,0,0
285440_4,0,0,0,0,0,0,0,0,0,0.858859,3.56811,0,0,0,351.484,0,0
4726_4,0,216.434,0,10.5038,0,0,0,11.677,0,0,0,296.327,0,2.49817,0,0,0
6715_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295_4,978.437,0,0,63.0192,0,0,27.4636,0,0,0.469453,0,75.1027,0,0,0,1.67108,0
635_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23262_4,95.5867,0,0,7.32252,0,0,0,0,0,0,56.9498,0,0,2606.26,502.081,62.8108,83.1252
10050_4,0,0,0.0940832,0,0,0,0,0,0,108.838,0,0,0,0,0,0,0
192286_4,1160.69,0,0,942.068,0,0,529.267,232.262,0,1125.96,0,272.275,0,0,0,0,0
7941_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594_4,0,24.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54511_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51557_4,0.188317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51302_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154091_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6581_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191_4,0,24.7631,15.0447,0,9.5531,0,27.3495,0,38.3338,0,971.777,23.2528,0,4.08684,0,0,0
5723_4,0,0,0,0,2.62451,0,0,0,0,0,0,0,0,0,0,0.566786,0
57393_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6567_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56548_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54539_4,0,168.72,0,0,90.291,0,12.806,13.7874,11.4573,0,0,364.347,1.22856,0,0,0,304.527
10682_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790.95,0
8473_4,94.7931,0,0.060314,0.239901,0,883.809,12.6992,136.183,0.126538,97.5911,23.8301,0,2.34285,76.6923,348.296,0,208.664
5631_4,0,0,0,0,0,72.172,0,0,0,0,0,0.464864,0,0,0,0,0
50814_4,0,0,0,0,0,0,0,0,0,0,0,58.0277,0,0,0,0,0
55790_4,0,0,0,0,0,0,0,352.507,0,0,0,0,0,0,0,0,0
526_4,0,0,776.817,0,0.930839,0,0,0,0,0,535.534,0,0,0,0,0,13.4963
51312_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.694,1422.49,169.725
11212_4,0,0,0,0,0,0,0,0,237.802,0,0,0,0,0,0,0,0
137902_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84513_4,0,0,0,0,865.065,197.339,420.591,293.246,0,0,0,0,0,0,0,0,0.422837
54904_4,12.443,255.87,2.467,15.8758,0,0,213.506,17.9784,52.7841,114.478,0,406.52,0,4972.54,0,12.885,10.41
137872_4,0,0,0,0,0,0,0,0,0,23.2829,0,0,0,0,0,0,0
115111_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245972_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4715_4,0,251.059,218.051,1396.33,0,168.765,0,0,0,2.41498,2071.93,0,39.146,0,0,14.8028,0
93100_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50808_4,0,0.464063,0,0,17.9525,96.6048,0,307.144,0,0,0,0,0,0,0,0,387.377
549_4,0,0,0,0,0,0,1.39005,0,0,0,0,0,0,0,1.92949,0,0
7357_4,0,0,0,0,0,531.527,0,0,475.574,0,0,6.54209,103.608,0,0,0.4516,13.4022
210_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26301_4,0.452547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80142_4,0,0,0,0,0,0,0,0,0,0,0,1.73575,0,0,0,0,0
9536_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91734_4,0,0,0,0,801.176,0,0,0,0,0,0,0,0,0,0,0,0
56623_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746_4,0,0,0,1098.97,0,0,0,0,0,0,0,0,360.56,0,0,11.1247,0
1586_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159963_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51144_4,0,0,0,0,3.51376,0,0.318619,2.84824,6.65507,3.83103,0,0,0,0,0,8.25696,0
8525_4,0,16.2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10249_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8501_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283208_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92086_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9376_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26007_4,0.872999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992_4,1.50161,0,0,0,0,0,1.52925,0,0.268059,1.18161,0,0.172887,1.13809,0,1.7071,0.754876,0
9651_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26229_4,0,0,0,2.37794,66.1681,0,5.67202,0,0,0,0,0,0,0,0,0,0
114571_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331_4,0,0,0,0,0,0,0,0,0,0,0.13304,0,0,0,0,0,0
7108_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226_4,1553.67,1586.33,0,25.3572,139.182,0,3435,312.705,1192.45,0,1520.85,374.009,106.583,0,636.677,955.517,1881.6
3176_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84735_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737_4,0.619838,19.2947,0,0,0,0,0,0,0,0,0,0,0,0,113.312,0,0
5805_4,0,0,0,5.57846,0,0,0,0,0,0,0,663.449,0,0,16.2841,0,0
5305_4,2.25483,0,1617.39,308.833,72.8311,0,2135.93,335.492,825.609,1991.23,553.924,884.638,27.5782,0,983.613,0,184.347
84076_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23657_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717806,0,0,0
54995_4,0,0,0,0,0,0,0,0,111.226,0,0,0,0,0,0,0,0
55293_4,0,0,0,0,0,0,0,0,0,0,0,586.292,0,0,58.6396,0,0
4143_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114134_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132_4,0,0.166812,0,85.8296,0,0,0,0,0,0,0,0,0,0,0,0,0
4718_4,0,9.84346,0,817.205,0,0,0,0,0,0,2300.77,24.3517,0,0,7.22801,47.9338,531.722
10873_4,3.09058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127124_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27034_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860_4,17.8785,0,0,0,0,0,0,0,0,0,0,130.579,0,0,0,0,0
166785_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0207
3628_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.889
2180_4,0,0,0,0,0,0,0,0,0,0,0,45.9261,0,0,0,0,0
291_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999_4,0,0.703958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249_4,1.20854,0,0,0,0,0,0,1.27058,7.50733,0,0,94.1645,0,0,0.44572,0,11.7099
498_4,0,0,0,20.0397,0,4009.4,773.153,449.813,120.297,0,105.326,198.414,3.17863,17.4485,0,0,225.523
57818_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140_4,0.220862,0.0988549,0,0,939.003,0.595238,0,0,0,0,0,0,0,0,0,0,0
2977_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79723_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213_4,0,0,0,0,0,0,0,0,7.53562,2.54111,0,0,0,0,0,0,0
53354_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373861
9453_4,9.36133,0.298182,0,0,0,0.478248,1.32281,0,2.13879,1.18065,0.641127,5.52788,18.4328,2.03428,9.93498,0.396541,10.1903
130013_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9481_4,0,0,0,0,0,0,0,13.761,0,0,0,0,0,0,0,0,0
22934_4,0,7.59901,3.63801,0,0,0,12.6861,6.22772,0,0,0,7.68936,0,0.875451,19.7392,0.591761,0
8526_4,0,0,0,0,6.32546,0,0,0,0,0,0,0,0,0,0,0,0
9653_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.017,0
9955_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125206_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26289_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204219_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169_4,0,40.8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375056_4,0,0,0,0,0,0,0,0,23.0892,0,0,0,8.60118,0.552427,0,0,112.008
518_4,31.9647,660.034,0,0,0,3.04836,36.948,738.325,30.9914,0,125.378,12.4333,0.792783,0.195101,0,89.9103,0
5137_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_4,0,0,1.11889,1276.34,34.3103,414.243,0,851.445,678.744,25.5437,0,73.109,0,0,0,1989.5,139.335
84532_4,0,0,0,0,6.82009,0,0,0,0,0,0,0,0.176367,0,0,0,0
113612_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55326_4,0,0,0,0,0,0,2.13153,0,0,0,0,51.1186,0,0,0,0,0
55361_4,13.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81894_4,0,0,104.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622_4,738.219,109.601,1587.99,1026.75,390.179,83.0206,321.104,127.44,635.855,29.6467,0,0,0,0,0,152.891,0
6566_4,0,0,0,0,0,5.91381,1215.92,0,9.71561,0,0,0,0,0,0,0.608403,0
9056_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12466,0
1836_4,0.1114,0,0,84.6172,0,0,0,0,0,0,0,5.84541,0,0.21613,0,0,0
25769_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92370_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7363_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132_4,0,0,540.379,336.017,0,0,0,1815.51,0,0,0,0,0,255.626,0,0,0
1633_4,0.53278,0,0,0,0,0,0,0,0.610278,0,13.8846,0,0,0,0,0,0
9154_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528_4,33.0828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7381_4,548.221,13.0524,1266.63,113.547,0,85.9749,284.084,1108.56,279.079,10.2657,823.201,109.627,0,4.61388,0,1.34124,18.118
9791_4,11.3471,0,0,0,0,0,0,141.917,0,0,0,0,0,0,12.0214,0,0
80201_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098_4,2.27259,0,0,0,0,0,70.2601,0,0,0,0,0,0.238048,0,0,0,0
1339_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93010_4,0,0,0,4.18274,5147.29,0,0,0,0,0,0,0,0,0,0,0,0
5147_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23057_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6529_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6483_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722902,0,0,0
197258_4,5.43562,0,0,0,1.50704,0,0,0,6.90211,0,0,0.396314,0.672753,0,0,0,0.981592
347734_4,0,0,0,0,129.547,0,0,0,0,0,0,0,0,0,0,0,0
9162_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10568_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55229_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134_4,0,83.2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138639_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79623_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7498_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64849_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9334_4,0.244185,0,0,0,0,139.863,0,0,0,0,0,0.0947622,0,0,538.688,0.210793,0
1358_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93979_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137964_4,0,8.66283,0,1.94095,0,0,0,0,0,0,0,0,0,0,0,0,68.289
64600_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703_4,0,0,0,0,0,0,0,0,43.8994,0,0,0,0,98.5515,0,0,0
4720_4,18.0813,0,0,0,279.895,0,0,0,0,0,0,0,0,0,0,2.4062,3.0361
115584_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8867_4,0,0,0,0,0,0,0,0,0,0,0,12.3379,0,0,0,2.03221,0
2618_4,12.6338,0,0,0,0,0,227.055,0,0,0,0,0,0,248.483,0,0,0
516_4,0,0,410.291,164.557,0,0,0,820.29,0,64.1156,0,48.5433,0,0,0,0,66.2913
873_4,0,0,0,0,177.25,0,0,0,0,0,0,0,0,0,0,0,110.394
874_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.333
3141_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51706_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221223_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099_4,61.3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8659_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131669_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487_4,16.2769,107.158,247.753,87.3474,887.463,753.243,438.55,48.9005,10.1512,10.8332,0,108.676,0,0,609.972,44.7501,83.035
9114_4,0,0,179.355,0,2428.98,0,555.558,0,0,0,0,0,0,0,0,0,0
4882_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54020_4,12.4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731_4,35.7544,0,0,0,0.772372,0,0,0,5.36037,0,0,0,16.5199,0,9.1196,0,0
875_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539_4,0,3.84367,0,0,0,0,0,0,14.6219,0,0,0,0,0,0,0,0
56894_4,4.63325,0,0,0,0,0,0,0,4.23353,0,0,0,0,0,0,0,406.546
10841_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047_4,2.80674,0,9.50624,0,0,0,0,0,0,1.15432,0,0,0,0,0,0,0
11182_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30815_4,0,0,0,0,0,0,0,0,0,0,0,2.26712,0,0,0,223.863,0
112724_4,0,0,0,0,0,3.22211,0,0,0,0,0,0,0,0,0,0,0
125965_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84814_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80308_4,0,0,0,1.11914,0,0,0,0,0,0,0,0,0,0,0,21.6396,0
2224_4,0,0,213.514,0,0,0,0,0,37.1016,0,0,0,0,0,0,484.716,0
1576_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130_4,0,0,0,0.906737,0,0,0,0,0,0,0,115.238,0,0,0,0,0
622_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_4,43.7713,0,0,0,0,57.5294,0,2.79757,0,0,0,0,0.244605,0,0,0,0
162417_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113026_4,0,0,0,0,0,0,0,0,0,0,0,0,0.281747,0,0,0,0
362_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117283_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64711_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51005_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10825_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80150_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51727_4,9.80282,0,0,629.047,0,39.1707,2.16854,0,0,0,0,0,0,0,0,0,55.0247
6512_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26027_4,0,0,0,0,0,0,0,0,0,0.633499,0,0,0,0,0,0,0.428129
8613_4,2.93017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79707_4,0,0,0,0,0,0,0,0,0,1911.42,0,0,0,0,0,0,0
